text	label
RT @USER: “@USER: Can I sit on your face — Sit on a hot stove bitch {{URL}}” 😩😂😭😂😭😂😭	NG
"""@USER: Being single isn't an excuse to be a hoe."" @USER"	NG
“@USER: @USER Bol that called the girl a bitch”Oharrd coo I'm both of them tho 😎👌💯	NG
Who the fuck puts a block of cheese in they room without a refrigerator ghetto ass niggas eases, like that's just the thing to do wrong.	NG
@USER bad ass bitch!	NG
@USER drunk bitch used to eat my ass its relaxing	NG
i still don't understand why bitches at my high shool would put on false eyelashes every fucking day	NG
You're stuck on ghetto middle school days. Step our g... — wtf how ah I stuck in the middle school games jusy bc... {{URL}}	OK
I'm about to spray perfume on your bitch because if I have to look at trash,it might as well smell decent ✋	NG
I did everything but trust these hoes !	NG
Any pregnant bitches at centreville I should know about in about to move there next ... — Idk.. I dont go to cville {{URL}}	NG
Taylor Swift looks like the kinda bitch you would bring home and only get a dry handjob from	NG
Being a hoe ain't cute #ijs	NG
RT @USER: Retweet if you see a ratchet hoe on your timeline.	NG
Will entertaining the hoes smh	NG
RT @USER: Gucci, you conceited bitch I might be 'Cause my chain so bright, Stevie Wonder might see	NG
RT @USER: Hoes, hoes ain't nothin' but hoes.	NG
RT @USER: I’m a bitch? You’re a bitch. Your mom’s a bitch for having a bitch, your dad’s a bitch for fucking a bitch. Now who’s t…	NG
"""@USER: Lads being Lads! {{URL}}"" fuck yeah. I love scally lad action. Hot trainers too."	NG
RT @USER: I'm really chill. I talk to everyone, I'm far from being a stuck up bitch.	NG
@USER bitch nigga	NG
Call me a fag but I love when people turn their heads or look out of their cars when I drive by cause they head me slumpin. Bitches love it	NG
Life aint shit but bitches an money i pass that weed like i studied	NG
@USER I tried one of them pom pomegranate juices n I swear it tasted like flavored piss.........dont ask lol	NG
slay me lolz jk bitch I'll cut you #EMABiggestFans1D	NG
The tweeter gurl is on Tumblr using a taser on roaches that I'm assuming are in her house. You bitches have no shame.	NG
Vice News interview with the Canadian Jihadi has the poem I translated f4 u as its sound track {{URL}} {{URL}}	OK
@USER I realized it's the one on Link's Awakening too, so you killed two birds with one stone. Unless you're getting the Wind Fish too.	OK
“@USER: Ion care about none of these bitches”💯💯💯	NG
I uploaded a @USER video {{URL}} UPDATE ON UGANDA ANTI-GAY BILL: Freemasonry, Anglo-American Influence, and	OK
RT @USER: Anxiety is a bitch	NG
RT @USER: When a bitch get you fucked up {{URL}}	NG
You know a bitch mad when she throw her drink 😂 now she got to find another nigga to buy her another one	NG
@USER nigga yes you do! Take me on a ride in that bitch pleaseee	NG
“@USER: You little stupid ass bitch i ain't fuckin with you 🎵”	NG
Puig had zero lines and yet he's still going to fuck your bitch after that appearance	NG
Yous a bitch ass nigga “@USER: Rt i Push the tape bac till around Labor Day weekend turn up...#300”	NG
“@USER: @USER I'm so dead 💀💀 why you hoe me {{URL}}” idk I just felt like flaming you lol	NG
RT @USER: @USER @USER @USER yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.	OK
@USER When did we become a nation of giant dripping whiny pussies, anyway?! MAKE THIS DUDE PRESIDENT! Of Iraq, even. He's the MAN!	NG
Knockin a dent in dis big bitch! FWM everywhere @USER. {{URL}}	NG
“@USER: Y'all hoes messy on god !”nbs👀	NG
Some rednecks just raced down the freeway >_e	NG
@USER Fuck her right in the pussy	NG
@USER @USER Homemade Angel Food, yellow cake with half-inch chocolate frosting, Devil's Food to die for, Pecan Pie	OK
Jihadis identify a man from #Indonesia as the one who carried a massive suicide bombing on Speicher camp #Iraq {{URL}}	OK
You wanna find hoes on here? Just follow the chicks who reply with heart eyes under sex gifs	OK
👉RT @USER: Bet y'all bitches was deaf to MC Lyte's words about being treated like a queen huh	NG
Bengals kicker trash.	OK
I'm just living my nig....	NG
RT @USER: Claim whatever part of her u please, fuck her to bliss or bruise her sweet pussy with a crop till she begs to be your filthy …	NG
Real shit. Now if the bitch want some grapes or something, THATS different.	NG
@USER 😑😑😑😑😑😑😑😒😒😒😒😒😒😒😒😒😒😒😤😤😤😤😤 How is he supposed to attract bitches in a tutu though? 😒	NG
Idk about yall, but i loves me a thirsty bitch. Atleast they not afraid to peruse a nigga	NG
@USER the way he raps about fucking my bitch & banters about having more money than me is so entertaining it's crazy @USER	NG
RT @USER: These hoes ain't loyal	NG
@USER umm you sure the hoes I talk to aren't ugly	NG
That was a bitch move I pulled...probably the most heartless thing I did	NG
"Now that nicki minaj said ""fuck skinny bitches"" watch all these fat bitches come outta no where it's time to play."	NG
"""Those ratchet broads don't represent me but YOUR white ass can't talk trash about them 'cause you on racist shit"" Black"	NG
"""@USER: {{URL}}"" this scally lad would get it"	OK
"If yo pussy good my ""Pullout"" game weak!!"	NG
@USER yes!!! I love the hair on her pussy...lol	NG
RT @USER: Flirting with bitches on Twitter like {{URL}}	NG
@USER if McCoy wasn't trash that's a TD	OK
@USER do u still have ur blk. pom?	OK
@USER @USER wussup bitch	NG
RT @USER: I can post a picture of chrus at like 5 in the morning and the little nigga will favorite and retweet that hoe	NG
RT @USER: Where all my @USER fans?? #ny #yankees #VictoriaSecret #fitness {{URL}}	OK
Sure wish my nose would stop dripping.....this sick shit is for the birds	NG
@USER @USER Tyler isn't shit faggot go listen to some real music	NG
I'm tryna eat steaks n dis hoe wanna eat peanuts!! -- @USER voice	NG
spoiled fucking bitches who get whatever they want need to step off and re-evaluate their lives	NG
' Somebody come look at this niggah right here * Kevin Hart Voice * lol {{URL}}	NG
Ya last nicca couldn't beat it ... I hit it like a free throw!	NG
RT @USER: @USER 😂😂😂 knwin I heard dat hoe changed	NG
@USER @USER @USER vraag t Sven,hij denkt: Hoe lichter van kleur, hoe beter het morele kompas werkt. Ik ben kleurenblind ;~)	NG
"RT @USER: ""@USER: Mean girls are just honest bitches. #Truth"" @USER"	NG
@USER these kids are pussies. We got a white trash kid & a ThugNasty wanna be up in here 😂	NG
@USER @USER faggot	NG
@USER white bitch?	NG
Why is my phone being a fucking bitch	NG
"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it."	NG
you can masturbate anytime bitch lol “@USER: I just want some damn alone time. Fucccckkkkkk! Lol”	NG
@USER mfka what ok bitch we going to see. Your a funny mother fucker	NG
niggah  hurry up	NG
"RT @USER: ""Great.... DaQuan got her pregnant and now I'm gonna have a nigger grandbaby"" {{URL}}"	NG
"""@USER: these hoes ain't loyal."""	NG
RT @USER: THIS SHIT IS LIKE 45 minutes away and it's 1 AM so clearly I am in desperate need of some pussy bruh! So I pull up to this …	NG
So you females feel like it's ok to dress like a hoe? Smh I just hope I don't have a daughter please god {{URL}}	NG
5am: Whizzing crackers! My cats got into the @USER & are now playing 'hockey' with them. Lol. #crazycats {{URL}}	OK
@USER yeah hoe!	NG
RT @USER: RT @USER Far right hero and all-around RWNJ D'Souza took to twitter on Thanksgiving to mock Trayvon Martin, a murdered k…	OK
I love these stupid holiday commercials... you thought you were going to get a car? Nope bitch you got an ugly ass sweater	NG
RT @USER: “@USER: sucha hoe” @USER	NG
RT @USER: I wanna eat weed brownies but then I ask my self if I really wanna spend countless hours watching a documentary on sea tu…	OK
If yo name wus in this song you wus a hoe then, & a overgrown THOT now.... {{URL}}	NG
RT @USER: Cue the liberal left's Uncle Tom attacks against Tim Scott in 4...3...2... #tcot #teaparty #GOP	OK
"RT @USER: ""@USER: Dudes probably just think eating pussy is sucking on pussy lips 😒"" lmaoo"	NG
@USER @USER bitch what. meet up at Plano senior high school or vines I got some shit on my chest am going take it out on yall	NG
RT @USER: “@USER: Us calling females hoes for dressing as bunnies and cats for Halloween didn't discourage them one bit...lol”G…	NG
Speak to my face you fake bitches.	NG
RT @USER: Real nigga rules: If u drop the blunt u gotta pass that bitch. U don't even get to hit it	NG
"Cancel that hoe! ""@USER: It ain't nothing to cut that b!tch off!"""	NG
Me and my nigguh stay doin it	NG
RT @USER: bitch do it look like I care  　 N 　　 O 　　　 O 　　　　 o 　　　　　o 　　　　　 o 　　　　　o 　　　　 。 　　　 。 　　　. 　　　. 　　　 . 　　　　.	NG
I cant fuc wit no bitch thats addicted to drugz	NG
#TBT love you forever ling ling 👳👲💘 @USER {{URL}}	OK
@USER I agree the fat bitches the only girls left not gettin passed around	NG
@USER @USER  Where the fuck were you this summer bitch?	NG
@USER thank you mint - happy Mothafuggin birthday too, hoe!! 💛✊	NG
RT @USER: so many groupie hoes in the condo its a group home - @USER	NG
RT @USER: Suge knight deserved to get shot that nigga had 2pac killed! #fucksuge karma is a bitch!	NG
"Brie said ""We were together since before we were born."" You guys are twins.. duh bitch. Omg who wrote the script?! #BellaTwins"	NG
Get on your shit hoe.	NG
@USER... he is a redneck fuck. This turd cutter is the lyinest of liars and his district is made up of yhe same...	NG
This bitch love me long time i dont know why she wouldnt	NG
Iont care about where a n%a been where a bitch goin or the kinda shit they been thru!!	NG
I'm thankful for dem big booty hoes doe #realtalk	NG
Yandy gotta pay me for dick im sorry...that bitch ugly	NG
WATCH-Obama’s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria {{URL}} {{URL}}	OK
RT @USER: mook gon wi 3-0 but this battle is bad	OK
Dis bitch a wizard “@USER: “@USER: Snd me nudes like dis lol {{URL}}” her couch floatin? Wtf”	NG
RT @USER: “@USER: This bitch possessed by the thot demon. {{URL}}”LMFAOOOOOOOOOOOO	NG
“@USER: “@USER: Lol I 4got rose been dat nicca tho” #1 Never forget.”lol yee I was trippin	NG
f u tumblr bc my blog is black & white but there's so many great colored things I could reblog fml	OK
Hoes be bringing they friends around they nigga and they nigga end up fucking with the bitch friend and the bitch don't even kno	NG
@USER @USER I was gone once, dog ran a coon up the transformer pole, she picked it off with one shot-and still had electricity!	OK
damn they gonna leave beth here long term. trash	NG
Theres one dude i can not stand at my school because he stays on the freshman girls and girls from other schools cause none fw him. #bitch	NG
RT @USER: They say crazy girls got the best pussy😒	NG
This hoe got a gf but complain about life like is she hitting you right ?	NG
Lol at bitches thinking Kanye is the perfect man because he opened the car door for his wife.. You bitches don't know wtf y'all need..	NG
"RT @USER: Kanye was like... ""If ANY of you bitches even THINK about attacking me in the elevator😏"" {{URL}}"	NG
Let's Go LA #support my niccas no matter what	NG
Be my backbone every nicca need a spine	NG
Imma get home around 0300 problem is it's a coon leaving the bar that drank 7 shots of crown royal think he still can drive	NG
"I can't believe that someone announced before the movie to the crowd that ""They came for the bitches"" 😭😂"	NG
I just want some Oreos & milk honestly. Just stop by the store & pick up some on your way back lol	OK
I cuff no hoes	NG
RT @USER: CHILL!!!! RT @USER: Tweet you don't like bitches wit short hair ya mentions gon be full of this {{URL}}…	NG
What is Twitter even for? Lmao This hoe wack af	NG
>Mfw some rachet ass hoe drops some scripture or religious stuff on social media {{URL}}	NG
@USER Did you just call My Sweet Baboo a ho?!?!	NG
"RT @USER: When bae calls ""Chinese food"" in your phone and your side hoe answers in a Chinese accent & takes your order.. {{URL}}…"	NG
RT @USER: @USER & @USER rivvv tn. no bailing.. #pussies	NG
I am such a daddy's girl it's crazy I will drop a bitch in a second over my dad bro.	NG
RT @USER: Fuck dat bitch	NG
Yo bitch like to get cute and go the movies mane my bitch like to get fine and go to the gun range	NG
Look at this pussy @USER {{URL}}	NG
RT @USER: Becoming a cold hearted bitch wasn’t really what I planned to do with my life but here I am	NG
@USER ill fuck you til you love me faggot	NG
RT @USER: I be in yo bitch pussy like {{URL}}	NG
@USER 😂😂😂 you tried to bit my bottom lip off like it was a snack bitch	NG
I'm starting to act Hollywood round this bitch	NG
My sister called the chinks an asked was they open ctfu she fried!!	NG
"RT @USER: The ""his momma dead. bitch really think i can't connect my own lucky number"" face {{URL}}"	NG
She said pop can u make it rain I said bitch I'm a water bearer I bring da flood I'll make you drown	NG
RT @USER: If you thought Mansion Elan was crazy with Migos wait til Boosie & Yo Gotti shut that bitch down tonight {{URL}}	NG
Bitches be happy about burger king pollo tropical on lunch break at work but act like dinner with new niggaz gotta be upscale.	NG
RT @USER: This bitch got a real life hippo as a pet {{URL}}	NG
Same people bitchin about jetpacks and shit in AW are counting down the days until it comes out buncha fags.	NG
Lmao RT @USER: Yeah that pussy yours Cee RT @USER: Come get some breakfast from Boom! RT @USER: Breakfast PLZ	NG
“@USER: It don't matter where we at this nigga always tryna holla at a bitch 😂😂 @USER” where. y'all. at?	NG
might have to play the b2k tonight for my black hoes you know i still care about yal	NG
RT @USER: Dr. Suess made his own words to rhyme off of. nigga was trash. i hated them books as a kid.	NG
RT @USER: Go ahead and mock me, one day I'll sell enough of this make-up to drive the pink Mary Kay Cadillac and we'll see who's gay…	NG
@USER Why werent you so gung ho when you got drafted instead of shitting yourself? You seem like another Repcon Chicken hawk..	NG
RT @USER: My body count went from 1 to 9 in one semester... I'm not a hoe just love sex -FAMU	NG
Nelly got all the hoes singin lol	NG
So is the term wigger. If someone chooses to listen to hip hop and act a certain way it's cause of his interests not race	NG
Thirsty fo da bitches saggin my pants n shit ... Shit i paid this much for the belt i betta crack a bitch	NG
RT @USER: “@USER: I'm HUNGRY I won't give a bitch a time or day. I'm trying take care business 💁”✊	NG
@USER Nice pussy.	NG
"""@USER: #oomf is soooo cute. But he probably has hoes on him a lot."""	NG
“@USER: @USER I couldn't find anything to hold my hair up let alone put a pony in”no bitch I said post a busted pic😭	NG
RT @USER: Vote or Die bitches	NG
That was trash. I'm just gonna put my phone down. Goodnight	OK
"So my mom told me she put my ""drug paraphernalia"" in the trash. The shitty life of a stoner with a cop mom. Im pretty upset."	NG
I'd rather hear Neal DeGrasse Tyson tell me about scientific mistakes in their assumptions than some WASP... {{URL}}	OK
Oh, bitch!!! #Scandal	NG
RT @USER: Any man who orders a 6 inch sandwich at Subway is a pussy bitch. #Fact	NG
So, I can get into something closely approximating the full bird of paradise yoga pose. TIME TO MAKE MY RAGDOLL COSPLAY	OK
Omg I will just go to Charlie Bear to twerk team I fucks with them	NG
My cats a bitch niggah.	NG
RT @USER: “@USER: Two bad bitches giving me head at the same dam time...... #oldPICS LOL {{URL}}”😂😂😂😂😂 aww…	NG
Tom Brady is the biggest pussy in the NFL by far	NG
dats why u can't pass up on bitches cuz dey ah make it seems like u sweating dem....Man U knw dat man could've fuck u	NG
RT @USER: The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees {{URL}}…	OK
@USER bye bitch	NG
RT @USER: 50 shades of shut your bitch ass up	NG
Don't judge me.. i am vindictive and vengeful when it comes to bitches disrespecting me.	NG
If a bitch choosin let her choose lmao that is all !	NG
@USER @USER bitch what? I don't give a fuck what you say but don't fuckin lie on me you hairy bitch	NG
Cuz u a hoe	NG
Pullout game trash... «@USER Iyanla having an intrrvention with a man who has 34 kids with 17 women. I have other questions.»	NG
I only bring up lat name to the hoes I know with kids because they need to know	NG
@USER cunt	NG
ow my stomach hurts like a bitch	NG
RT @USER: You hoes are lost.	NG
#CommonQuestionIGet Why uou so ghetto?	OK
RT @USER: #Royals win!! KC with a 2-0 blanking of the Yankees to take the series in the Bronx! #BeRoyalKC	OK
"""@USER: You can call me Fireman cause I turn the hoes on."""	NG
Idgaf about these money hungry bitches	NG
The world will be a better place when bitches like her dies lonely {{URL}}	NG
RT @USER: What doesn't kill you makes you a bitch.	NG
"Get out granny long-johns rednecks..for your cold bones from very cold ""Polar Vortex, The Sequel""! DoG {{URL}}"	NG
Video: On The Record: Charlie Baker {{URL}}	OK
chill zahra im getting crackers rn	NG
“@USER: I wanna go to this lil shit tonight...but the way how bitches faces be set up ...I be wantin to slap em when I see them”😩😭	NG
If u bad niggas a really play nice to get to the pussy then... that ass gone 😂	NG
Craig fire that shit up hoe	NG
@USER @USER bruh I'm under 2 blankets like a bitch right now	NG
@USER on my way to fuck your bitch	NG
note to self: boiling water hot, monkey brain	OK
@USER @USER 😂😂😂 Idgaf man fuck them hoes ... They nice to look at but they ain't for me	NG
RT @USER: “@USER: Small ass pants 😂”bitch 😂😂😂	NG
RT @USER: you got niggas & I got bitches 👐	NG
@USER Rollin coal bitches ready to blow ready set GO!	NG
Monkey see monkey do really Abu	OK
@USER you're right momma ain't raise no faggot	NG
Show last night was badass thanks to everyone who came out. If you didn't come out you're a retard. Unless you were at Cock Sparrer	NG
Text me with plans nigs	NG
They say our state bird is rare...I literally see one at least once a day	OK
RT @USER: Lame bitches always Wanna try 2 Play a real Nigga like a Lame Bitch das how u get treated N cut loose✋	NG
RT @USER: My dad is a hoe, fuck him 🌵	NG
I chase bread over hoes cause i never met a dollar i aint like #Facts	NG
RT @USER: Son. Lmao. RT @USER: I’m gonna Cry every time RT @USER: No bitches {{URL}}	NG
RT @USER: #shoutout to that niggah @USER  Go follow	NG
"“@USER: ""cause i look great bitch, fuck you mean?"" 😭😂😂”"	NG
RT @USER: 😂RT @USER: X___X RT @USER: Only Twitter niggas care bout hairy pussy. Them 5 niggas I fucked today ain't gi…	NG
Stop being a hoe	NG
@USER oh yeah and fuck the Lakers too, bitch boi!	NG
Frozen peas and  ibuprofen. My new best friends # cripple	OK
RT @USER: Kansas bitch #LongHairDontCare #CountryGirl #Ohio #YoureWelcome #LoveThisGirl #Cle #LoveIt {{URL}}	NG
RT @USER: “@USER: what would u do? .. 😱 {{URL}}”kick that bitch down the stairs!	NG
RT @USER: How ghetto girls start their fights 😂 {{URL}}	NG
Dont ever really talk about your intentions to your boy that nigga might just turn around and take that pussy	NG
RT @USER: hoes on my jitterbug	NG
"I liked a @USER video {{URL}} Conor McGregor trash talking Chad Mendes: ""I can rest my balls on your forehead"""	NG
“@USER: “@USER: I have no hoes because yah nigga ain't shit””	NG
@USER laughin at my screenshots. no bitch, this might be a code red.	NG
@USER dude your fucking gay you made a twitter just to mock me fucking lowlife	NG
Sitting on the deck, enjoying a #StoneIPA, watching/smelling the neighbors burn trash. #Missouri {{URL}}	OK
@USER Have heard hillbilly grousings that bugs much worse in the KV since MIC shut down.	OK
@USER Ohh Mr I'm all tough cause I live in a retarded city thinks he's cool. People like you should be shoveling my snow, broke bum.	NG
RT @USER: I don't understand I don't even fuck with these bitches but I'm so relevant to them though 😴	NG
These bitches is wild	NG
RT @USER: Of rain showers & weepy fog of soft light & cool touch of wild wind that carry music of birds who cease to soar; this feel…	OK
“@USER: @USER happy birthday little bitch.” BOFL this made me laugh when I read it 😂😂	NG
The Wayans bros is the most retarded show ever.	OK
“@USER: All I want for my birthday is a female with a large buttocks.” Big booty hoe	NG
"RT @USER: Not. A. Fucking. Charge. Even. As. A. Juvenile.  If you call #MichaelBrown a thug at this point, just say ""nigger"" cuz it's …"	NG
“@USER: @USER helloooo bitch?!” Bitch no ones available	NG
RT @USER: I don't even delete my typos, it is what it is bitch	NG
RT @USER: The single life is hitting for zero. Like I don't even want hoes.	NG
Ask around n the streets bitch bout Jay	NG
Im such a bitch sometimes😩😩	NG
Y'all bitches wanna be so different and y'all really so basic😩😩😩	NG
The hoes be rated E !	NG
RT @USER: Just 113 days until Yankees pitchers and catchers report.	OK
@USER lol yeah birds be chirping outside. Bastards.	NG
@USER fuck yes we are 😜 triple xp nigguh	NG
i havnt fought a bitch ina minute. .cant wait.	NG
@USER a moment of silence for the bitch who changes her name everyday ..:-)	NG
RT @USER: Rows for the hoes Curls for the girls Planks for the skanks  Deep cuts for the sluts Quads for the broads No pecs No s…	NG
Baby pussy cant be your only hustle. Unless u bad as Naomi Russell.I mean a lot of ppl got money.So basically Russell aint the only Russell	NG
Not sure why someone would put my pictures on a escort website I ain't selling pussy	NG
wonder if they gon have em for the low on nigger friday....	NG
“@USER: I'm just a bitch for no reason. I think I'm funny sometimes”	NG
Any nicca gettin it n da ass is a fag! “@USER: Howw? Please explain this twitter logic. I'm confused. 😩 @USER @USER”	NG
Can't fuck with no bitches. Just can't do it.	NG
Wizard turned into a hoe after a break up	NG
@USER they say I got too many bitch ... I swear I ain't got the right ones	NG
RT @USER: This is a true ride or die bitch 💯 {{URL}}	NG
On GC I l8v3 dis bitch {{URL}}	NG
RT @USER: How to deal with cyber bulling: 1:log out 2:go outside  3:that's it,stop being a pussy	NG
RT @USER: Dreigdwergen, haatsmurfen en de Roze Khmer: hoe Twitter een slagveld werd {{URL}} via @USER	OK
all I eva wanted was some muh fuckin guala	NG
RT @USER: i got bitches an i know some killlllllas fuck y'all	NG
@USER happy birthday you dirty little bird 😈 tear it up 🍻🎉🎈	OK
@USER bitch ass nigga, heres a new belt for you {{URL}}	NG
RT @USER: Found some more of my original yellow bracelets and the first person I thought of was @USER	OK
RT @USER: I love bad bitches that's my fuckin problem 😏	NG
All the redskins act like @USER te bitch @USER the bitch	NG
@USER the early bearded man gets the clam ? #herkfacts	OK
My teacher talm bout she would make every senior go to da army fa 2yrs 😒 bitch please meat ainnn doin uh damn thang	NG
That's right I'm making brownies right now 😎😋	OK
RT @USER: @USER 😂she a dumb bitch smh	NG
Lmfao RT @USER: The New York @USER have won 27 World Series titles – the most of all-time.	OK
RT @USER: Lebron a bitch.....Drake performed with a torn ACL at the MTV Awards....	NG
OMG RT @USER: Have yall ever met a dyke who didn't have a kid?	NG
Yo main bitch that's my side hoe !	NG
RT @USER: Least I ain't broke bitch!	NG
RT @USER: So apparently @USER likes takin pictures when he's eatin pussy😂😂	NG
@USER @USER bitch I want it all	NG
Hella hoes	NG
If she aint talkin to you , then who she talking to ? Cus you know bitches cant stop talking #TrustIssues	NG
A lotta niccas all talk I jus let em do it	NG
@USER and plus, it's trash talk. You should know that especially with ole miss.	OK
People be so angry tonight on dis here tweeter. It hard for a colored man to see all dis anger. Like bein in a waffle house in Mississippi	OK
Alibaba / Jack Ma: Gotta love a guy who beat Meg Whitman's albino ass back to the US. Freakin' commie genius.	NG
RT @USER: You may be redneck if you put steak seasoning on popcorn @USER	OK
RT @USER: Congrats to Derek Jeter, who will start at shortstop in his 14th and final All-Star Game! #FarewellCaptain {{URL}}…	OK
@USER Calm down you little Asian lol just go flip a bitch!	NG
RT @USER: The @USER shines its lights in #Yankees pinstripes in honor of Derek Jeter. #FarewellCaptain {{URL}}	OK
With the bitches @USER, @USER, & @USER 👭👯 💋💨 --- @USER	NG
@USER They best not fuss about this basement, bitch is like a skating rink. {{URL}}	NG
RT @USER: gotta keep these hoes on point {{URL}}	NG
@USER @USER @USER @USER @USER this hoe wasn't loyal {{URL}}	NG
RT @USER: @USER is a pussy	NG
The Rick Scott/Charlie Crist ads have been running nearly non-stop in Florida for the past week. And they are getting even worse.	OK
Say it again RT @USER: Alotta you bitches standards are niggas that’s outta yall league	NG
RT @USER: Ya lil dumb ass bitch ian fwy	NG
@USER  Y'all ain't gots no colored folk on da show. I tinks dats be racist and shit #TheToddShow	NG
RT @USER: Girls dress like hoes and wonder why good guys aren't attracted to them... {{URL}}	NG
You niggas that would rather your girl wear jeans and Js instead of a tight dress and heels are faggots..	NG
😂😂😂😂 @USER bitch was mad af {{URL}}	NG
"Wiz need to go back to the ""yeahhhhhhh bitch"" ""OKKKK"" wiz"	NG
RT @USER: Personality RT @USER: How fat bitches be in relationships before the pretty women? Let's see the answers lol 👀👀👀	NG
anybody want any sugar maple saplings? I have about 50 popping up in Heidi's hillbilly beach. me and emm's planted two Friday.	OK
When lifes got ya down you just gotta get back up and pimp slap that hoe!!!!!	NG
@USER chill cuz you'll regret it bro, your hitting that hoe rn why quit?	NG
Naked bitches give me bubble baths	NG
90 percent yo bitch with me 100 percent that scrap with me	NG
RT @USER: Destroying a team that talked trash before the game >> 👌	NG
RT @USER: What I know: You support killing babies, mock the handicapped, slept your way into Harvard then ditched your hubby & ki…	OK
@USER @USER ......monkey look, just like you!	OK
Why hella bitches act like they got everything they have on they own, like no bitch you had some form of assistance	NG
@USER {{URL}} Stay safe out there, Charlie.	OK
@USER @USER @USER do it i fucking dare you faggot	NG
I think all y'all losing y'all niggas Cuz the season changed y'all seasonal hoes 😭	NG
bitch get out cha, bitch get out cha, bitch get out cha feelings.👏🎶 RT @USER: In my feelings... wtf	NG
People who don't put their blinkers on seriously just need to crash into a pole or something 😤 #moveoutmyway#bitch	OK
Seconds from the end what's it gonna be, pull the trigger bitch	NG
' If I ever put my trust ina bitch , I'll always be hurt 󾌴󾌴 .	NG
"RT @USER: ""Fuck bitches , get money"" - A favorite nigga's line when a girl leave his ass for another man"	NG
@USER bitch I'm Gretchen Weiners I do what I want	NG
"""@USER: The facts on tattoos...tattoo {{URL}}"" he's a pussy with not tattooing them nipples"	NG
The TL talkin about eatin pussy and u watchin soccer? Ur a grade A faggot RT @USER: This game is crazy !!!	NG
@USER You just can't give hillbillies an audience. They'll squander it every time.	NG
RT @USER: @USER all love my nig	NG
RT @USER: I'm on my straight Grizzly so why would I buy you a gay ass teddy bear, bitch? You're already bi-polar! {{URL}}…	NG
RT @USER: You swear youre down n the realest n you stay doing little bitch shit like that	NG
@USER hey bitch if your gonna talk shit tag me and quit being such a bitch how did I fuck up the car? Cause it won't hold air dumbass	NG
Dear whores: Don't tell me I can't dance when the only dancing you do is open your legs and shake your ass like a video ho to shitty rap.	NG
RT @USER: Joan Rivers said I was gay and Michelle was a tranny. Perhaps her death was no accident. See Clinton's and Ron Brown/Vin…	NG
This that bitch nigga shit they invented it I just created the term	NG
He called me just to say he was deleting my number.... bitch please.	NG
Why are you the only thick character in the game? Why I gotta play a skinny bitch? @USER	NG
aka don't ignore me bitches	NG
We are back bitches! @USER @USER @USER @USER @USER @USER @USER	NG
So many shady bitches. THE SECRET THIRST IS ALIVE	NG
Stupid bitch 😡	NG
@USER lil b already to puff for the hoes	NG
#IHopeSomeday that these hoes just find their own relationship instead of ruining others	NG
Big bitches be like ” Im Thick” yea bitch atound the midsection	NG
Alright your time is up RT @USER: Cheesecake trash	NG
RT @USER: I think if Biggie saw Kandi Burress today he would change his mind about not fuxing one of those ugly as Xscape bitches	NG
@USER @USER these niggas must be deaf. When's the last time you heard a Roots song on the radio? Quest don't get bitches!	NG
Find Waldo at Escape bitches ! 🔴⚪️🔵🎶✨🙌 {{URL}}	NG
I l8v3 fuckin wit this nigga he getting all emotional he remind me of my bitch is that you Blake (50… {{URL}}	NG
@USER try me bitch boy	NG
Currently sitting down wishing a bitch would.💅	NG
Quisiera amarte no puedo no, mi mama me dijo dont love them hoes	NG
This is a sexy tweet. RT @USER: With a 6-0 lead, #Yankees turn to Matt Thornton to finish off the Red Sox in the 9th.	OK
These hoes was just really fighting ova Some rally's tho on 30th😂😂	NG
RT @USER: #projectdrugs&bitches	NG
@USER And does he know you're calling him a fag?	NG
"My partna from Mississippi told me 2weeks ago, ""I got 2 weeks to fuck all these ok hoes, 2014 I'm stepping my game up"" 😂😂😂"	NG
am i the inly one seeing Austin Rivers out play @USER bitch ass tonite?	NG
Bad bitch {{URL}}	NG
@USER lmoa @ high as giraffe pussy	NG
I don't own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl	OK
pussy ass bitches	NG
“@USER: @USER one of your side chicks came up 5k” them bitches know where I live I be hiding from my cuz @USER	NG
"#TweetLikeYourBestfriend ""I made out with 3 bitches!"" @USER"	NG
RT @USER: RT @USER: Looking forward to sitting down with President Obama for our 60th anniversary broadcast this Sunday — ho…	OK
Friday is gunna be my bitch	NG
Yeah hoe	NG
@USER @USER sleep niggah! Lol	NG
"RT @USER: And Black women need to stop referring to themselves and other sisters as ""hoes"" & ""Bitches""..... It really ain't a good look…"	NG
RT @USER: To the retards chanting USA at the FC Dallas game, Kansas is in the USA.	NG
"Lol Sam said ""Betty Boop"" is a hoe 😂"	NG
Me & Elizabeth are down bitches.	NG
"One of my favorite songs. ""There's a man on the shoreline with a white parakeet trying to make his bird go home."" {{URL}}"	OK
Nah. ITS OVER> People don't tell #artists what do to. That's defies the definition of what WE ARE TRYING TO SHOW #youpeople. #retards #game7	OK
@USER what a bishhh 👋 slap a hoe	NG
Boozer so trash	NG
Yeezus was fuckin trash	NG
